commanded position, signed delta, theoretical position, actual position, error
4.08887, -5.36, 4.09,4.2424,0.15353
2.17649, 1.91, 2.18,2.18,0.00351
-3.09842, 5.28, -3.1,-3.1,0.00158
7.32389, -10.42, 7.32,7.1676,-0.15629
-4.57707, -11.9, -4.58,-4.4276,-0.14947
-7.46811, 2.89, -7.47,-7.47,0.00189
-3.33344, -4.14, -3.33,-3.4824,0.14896
4.22734, 7.56, 4.23,4.23,0.00266
7.69524, 3.47, 7.7,7.7,0.00476
6.35905, -1.34, 6.36,6.5124,0.15335
8.82362, -2.46, 8.82,8.6676,-0.15602
-5.71268, -14.53, -5.71,-5.5576,-0.15508
5.55171, -11.26, 5.55,5.3976,-0.15411
-0.11944, -5.67, -0.12,0.0324,-0.08704
2.12787, -2.25, 2.13,1.9776,-0.15027
2.22718, 0.1, 2.23,2.23,0.00282
-3.53211, -5.76, -3.53,-3.3776,-0.15451
8.26867, -11.8, 8.27,8.1176,-0.15107
-3.56981, -11.84, -3.57,-3.4176,-0.15221
-7.50964, 3.94, -7.51,-7.51,0.00036
-8.22967, 0.72, -8.23,-8.23,0.00033
8.10529, -16.34, 8.11,7.9576,-0.14769
-8.19143, -16.3, -8.19,-8.0376,-0.15383
6.9277, -15.12, 6.93,6.7776,-0.1501
9.37472, 2.44, 9.37,9.37,-0.00472
4.58621, -4.78, 4.59,4.7424,0.15619
7.54618, -2.96, 7.55,7.3976,-0.14858
-7.39201, -14.94, -7.39,-7.2376,-0.15441
-7.78838, 0.4, -7.79,-7.79,0.00162
-0.46235, -7.33, -0.46,-0.6124,0.15005
0.88466, 1.34, 0.88,0.88,-0.00466
-0.44925, -1.33, -0.45,-0.2976,-0.15165
-6.06343, 5.61, -6.06,-6.06,-0.00343
0.09454, -6.15, 0.09,-0.0624,-0.03214
1.35221, 1.26, 1.35,1.35,-0.00221
-4.42317, -5.77, -4.42,-4.2676,-0.15557
1.23879, -5.66, 1.24,1.0876,-0.15119
4.25264, 3.01, 4.25,4.25,-0.00264
-6.93646, -11.19, -6.94,-6.7876,-0.14886
3.21933, -10.16, 3.22,3.0676,-0.15173
-6.23868, -9.46, -6.24,-6.0876,-0.15108
-0.49518, -5.74, -0.5,-0.6524,0.15722
4.50402, 5, 4.5,4.5,-0.00402
5.91773, 1.42, 5.92,5.92,0.00227
4.45852, -1.46, 4.46,4.6124,0.15388
-4.62586, 9.09, -4.63,-4.63,0.00414
-9.68006, 5.05, -9.68,-9.68,-6E-05
-5.53894, -4.14, -5.54,-5.6924,0.15346
2.65036, 8.19, 2.65,2.65,-0.00036
1.61488, -1.04, 1.61,1.7624,0.14752
-0.4545, 2.06, -0.45,-0.45,-0.0045
9.60073, -10.05, 9.6,9.4476,-0.15313
9.51563, -0.08, 9.52,9.6724,0.15677
7.29043, 2.23, 7.29,7.29,-0.00043
3.35021, 3.94, 3.35,3.35,-0.00021
-6.82064, 10.17, -6.82,-6.82,-0.00064
4.34238, -11.16, 4.34,4.1876,-0.15478
1.50472, -2.84, 1.5,1.6524,0.14768
4.47586, -2.98, 4.48,4.3276,-0.14826
4.80915, 0.33, 4.81,4.81,0.00085
-5.74013, -10.55, -5.74,-5.5876,-0.15253
7.79121, -13.53, 7.79,7.6376,-0.15361
-5.31795, -13.11, -5.32,-5.1676,-0.15035
-0.59103, -4.73, -0.59,-0.7424,0.15137
8.95028, 9.54, 8.95,8.95,-0.00028
2.55647, -6.39, 2.56,2.7124,0.15593
-3.00884, 5.57, -3.01,-3.01,0.00116
5.85669, -8.87, 5.86,5.7076,-0.14909
-8.69162, -14.55, -8.69,-8.5376,-0.15402
8.35705, -17.05, 8.36,8.2076,-0.14945
5.66066, -2.7, 5.66,5.8124,0.15174
-8.30628, 13.97, -8.31,-8.31,0.00372
3.63838, -11.95, 3.64,3.4876,-0.15078
-7.91473, -11.55, -7.91,-7.7576,-0.15713
-8.83299, 0.92, -8.83,-8.83,-0.00299
5.00152, -13.83, 5,4.8476,-0.15392
-3.28464, -8.28, -3.28,-3.1276,-0.15704
-7.3955, 4.12, -7.4,-7.4,0.0045
0.61358, -8.01, 0.61,0.4576,-0.15598
5.60122, 4.99, 5.6,5.6,-0.00122
-9.86188, -15.46, -9.86,-9.7076,-0.15428
6.404, -16.26, 6.4,6.2476,-0.1564
4.96157, -1.44, 4.96,5.1124,0.15083
0.02364, 4.94, 0.02,0.02,-0.00364
1.6247, -1.6, 1.62,1.4676,-0.1571
-6.7501, -8.37, -6.75,-6.5976,-0.1525
6.96326, -13.71, 6.96,6.8076,-0.15566
-9.85128, -16.81, -9.85,-9.6976,-0.15368
-8.76693, -1.08, -8.77,-8.9224,0.15547
9.16293, 17.93, 9.16,9.16,-0.00293
-2.9062, -12.07, -2.91,-2.7576,-0.1486
-8.46183, 5.55, -8.46,-8.46,-0.00183
6.53032, -14.99, 6.53,6.3776,-0.15272
3.71412, -2.82, 3.71,3.8624,0.14828
-3.93145, 7.64, -3.93,-3.93,-0.00145
-5.35697, 1.43, -5.36,-5.36,0.00303
-8.01085, 2.65, -8.01,-8.01,-0.00085
-0.7961, -7.21, -0.8,-0.9524,0.1563
7.5603, 8.36, 7.56,7.56,-0.0003
3.21108, -4.35, 3.21,3.3624,0.15132
0.00072, 3.21, -0,-0,-0.00072
0.96347, -0.96, 0.96,0.8076,-0.15587
-8.33392, -9.29, -8.33,-8.1776,-0.15632
-5.36534, -2.96, -5.37,-5.5224,0.15706
-3.17898, 2.19, -3.18,-3.18,0.00102
7.08983, 10.27, 7.09,7.09,0.00017
4.27383, -2.82, 4.27,4.4224,0.14857
6.61373, -2.34, 6.61,6.4576,-0.15613
2.53857, -4.07, 2.54,2.6924,0.15383
9.32847, -6.79, 9.33,9.1776,-0.15087
-5.06279, -14.39, -5.06,-4.9076,-0.15519
-4.95541, -0.1, -4.96,-5.1124,0.15699
1.77254, 6.73, 1.77,1.77,-0.00254
-8.76978, -10.54, -8.77,-8.6176,-0.15218
1.67872, -10.45, 1.68,1.5276,-0.15112
6.27722, 4.6, 6.28,6.28,0.00278
8.35283, 2.07, 8.35,8.35,-0.00283
8.51487, 0.16, 8.51,8.51,-0.00487
2.58808, -5.92, 2.59,2.7424,0.15432
-7.47456, 10.06, -7.47,-7.47,-0.00456
-0.47303, -7, -0.47,-0.6224,0.14937
1.34655, 1.82, 1.35,1.35,0.00345
-9.11004, -10.46, -9.11,-8.9576,-0.15244
7.21869, -16.33, 7.22,7.0676,-0.15109
-7.41435, -14.63, -7.41,-7.2576,-0.15675
-4.29948, -3.11, -4.3,-4.4524,0.15292
8.87605, 13.18, 8.88,8.88,0.00395
-7.74231, -16.62, -7.74,-7.5876,-0.15471
-4.13654, -3.6, -4.14,-4.2924,0.15586
-2.42511, 1.71, -2.43,-2.43,0.00489
-4.1919, -1.76, -4.19,-4.0376,-0.1543
3.9405, -8.13, 3.94,3.7876,-0.1529
-8.01755, -11.96, -8.02,-7.8676,-0.14995
2.73874, -10.76, 2.74,2.5876,-0.15114
-5.572, -8.31, -5.57,-5.4176,-0.1544
5.16938, -10.74, 5.17,5.0176,-0.15178
-5.49411, -10.66, -5.49,-5.3376,-0.15651
5.28863, -10.78, 5.29,5.1376,-0.15103
-3.02386, -8.31, -3.02,-2.8676,-0.15626
2.27529, -5.3, 2.28,2.1276,-0.14769
-4.45874, -6.74, -4.46,-4.3076,-0.15114
9.94091, -14.4, 9.94,9.7876,-0.15331
-3.21548, -13.16, -3.22,-3.0676,-0.14788
2.51629, -5.74, 2.52,2.3676,-0.14869
0.89508, -1.62, 0.9,1.0524,0.15732
4.2447, -3.34, 4.24,4.0876,-0.1571
-0.35132, -4.59, -0.35,-0.1976,-0.15372
-1.59473, 1.24, -1.59,-1.59,-0.00473
-9.35435, 7.76, -9.35,-9.35,-0.00435
-8.38662, -0.96, -8.39,-8.5424,0.15578
-5.41575, 2.97, -5.42,-5.42,0.00425
-0.31724, 5.1, -0.32,-0.32,0.00276
-0.68592, -0.37, -0.69,-0.5376,-0.14832
8.82079, -9.51, 8.82,8.6676,-0.15319
7.51731, -1.3, 7.52,7.6724,0.15509
-1.07868, 8.6, -1.08,-1.08,0.00132
-9.99765, 8.92, -10,-10,0.00235
3.22434, -13.22, 3.22,3.0676,-0.15674
2.10377, -1.12, 2.1,2.2524,0.14863
7.00762, -4.91, 7.01,6.8576,-0.15002
5.47427, -1.54, 5.47,5.6224,0.14813
5.65424, -0.18, 5.65,5.4976,-0.15664
3.96621, -1.68, 3.97,4.1224,0.15619
-3.43839, 7.41, -3.44,-3.44,0.00161
0.65962, -4.1, 0.66,0.5076,-0.15202
8.3502, 7.69, 8.35,8.35,-0.0002
-7.60148, -15.95, -7.6,-7.4476,-0.15388
2.11092, -9.71, 2.11,1.9576,-0.15332
3.35708, 1.25, 3.36,3.36,0.00292
-2.14584, -5.51, -2.15,-1.9976,-0.14824
-6.92683, 4.78, -6.93,-6.93,0.00317
-0.23798, -6.69, -0.24,-0.3924,0.15442
-7.08152, -6.84, -7.08,-6.9276,-0.15392
2.70048, -9.78, 2.7,2.5476,-0.15288
-8.58338, -11.28, -8.58,-8.4276,-0.15578
7.27892, -15.86, 7.28,7.1276,-0.15132
2.15695, -5.12, 2.16,2.3124,0.15545
-7.31749, 9.48, -7.32,-7.32,0.00251
-5.32114, -2, -5.32,-5.4724,0.15126
7.7706, 13.09, 7.77,7.77,-0.0006
-1.48432, -9.25, -1.48,-1.3276,-0.15672
-3.47771, 2, -3.48,-3.48,0.00229
-9.65115, 6.17, -9.65,-9.65,-0.00115
5.02697, -14.68, 5.03,4.8776,-0.14937
-6.03289, -11.06, -6.03,-5.8776,-0.15529
-5.98592, -0.04, -5.99,-6.1424,0.15648
-1.10294, 4.89, -1.1,-1.1,-0.00294
9.84603, 10.95, 9.85,9.85,0.00397
-1.13776, -10.99, -1.14,-0.9876,-0.15016
-0.69932, -0.44, -0.7,-0.8524,0.15308
-1.63917, -0.94, -1.64,-1.4876,-0.15157
4.18163, -5.82, 4.18,4.0276,-0.15403
-8.73932, -12.92, -8.74,-8.5876,-0.15172
4.16958, -12.91, 4.17,4.0176,-0.15198
-4.05901, -8.23, -4.06,-3.9076,-0.15141
4.73159, -8.79, 4.73,4.5776,-0.15399
0.06099, -4.67, 0.06,0.2124,0.15141
-0.47396, 0.53, -0.47,-0.47,-0.00396
-4.46295, 3.99, -4.46,-4.46,-0.00295
0.59487, -5.05, 0.59,0.4376,-0.15727
9.39349, 8.8, 9.39,9.39,-0.00349
-5.88431, -15.27, -5.88,-5.7276,-0.15671
-3.19256, -2.69, -3.19,-3.3424,0.14984
9.23448, 12.42, 9.23,9.23,-0.00448
7.66072, -1.57, 7.66,7.8124,0.15168
-0.38236, 8.04, -0.38,-0.38,-0.00236
4.88401, -5.26, 4.88,4.7276,-0.15641
-0.57176, -5.45, -0.57,-0.4176,-0.15416
-7.87922, 7.31, -7.88,-7.88,0.00078
-5.85307, -2.03, -5.85,-6.0024,0.14933
6.92037, 12.77, 6.92,6.92,-0.00037
8.41179, 1.49, 8.41,8.41,-0.00179
-2.71724, -11.13, -2.72,-2.5676,-0.14964
-2.92043, 0.2, -2.92,-2.92,-0.00043
-3.66471, 0.74, -3.66,-3.66,-0.00471
5.49929, -9.16, 5.5,5.3476,-0.15169
-9.03345, -14.53, -9.03,-8.8776,-0.15585
2.10489, -11.13, 2.1,1.9476,-0.15729
-0.23864, -2.34, -0.24,-0.0876,-0.15104
4.83799, -5.08, 4.84,4.6876,-0.15039
4.84839, 0.01, 4.85,4.85,0.00161
5.99066, 1.14, 5.99,5.99,-0.00066
2.0729, -3.92, 2.07,2.2224,0.1495
2.05058, 0.02, 2.05,2.05,-0.00058
9.5671, -7.52, 9.57,9.4176,-0.1495
-6.3544, -15.92, -6.35,-6.1976,-0.1568
2.15105, -8.5, 2.15,1.9976,-0.15345
5.31781, 3.17, 5.32,5.32,0.00219
2.60485, -2.72, 2.6,2.7524,0.14755
9.36406, -6.76, 9.36,9.2076,-0.15646
5.38927, -3.97, 5.39,5.5424,0.15313
-2.1238, 7.51, -2.12,-2.12,-0.0038
2.76777, -4.89, 2.77,2.6176,-0.15017
-2.85161, -5.62, -2.85,-2.6976,-0.15401
-7.37545, 4.53, -7.38,-7.38,0.00455
2.75274, -10.13, 2.75,2.5976,-0.15514
-7.52872, -10.28, -7.53,-7.3776,-0.15112
-4.05314, -3.48, -4.05,-4.2024,0.14926
-9.49581, -5.45, -9.5,-9.3476,-0.14821
8.66071, -18.16, 8.66,8.5076,-0.15311
-3.21448, -11.87, -3.21,-3.0576,-0.15688
9.11692, -12.33, 9.12,8.9676,-0.14932
-8.17173, -17.29, -8.17,-8.0176,-0.15413
2.6347, -10.8, 2.63,2.4776,-0.1571
-5.02661, -7.66, -5.03,-4.8776,-0.14901
1.6068, -6.64, 1.61,1.4576,-0.1492
8.39658, 6.79, 8.4,8.4,0.00342
5.87578, -2.52, 5.88,6.0324,0.15662
1.86204, 4.02, 1.86,1.86,-0.00204
-0.29079, 2.15, -0.29,-0.29,-0.00079
2.00184, -2.29, 2,1.8476,-0.15424
-2.00336, -4, -2,-1.8476,-0.15576
-3.42798, 1.43, -3.43,-3.43,0.00202
-7.65616, 4.23, -7.66,-7.66,0.00384
-7.09675, -0.56, -7.1,-7.2524,0.15565
-0.49047, 6.61, -0.49,-0.49,-0.00047
2.04419, 2.53, 2.04,2.04,-0.00419
-3.04748, -5.09, -3.05,-2.8976,-0.14988
-1.60472, -1.45, -1.6,-1.7524,0.14768
-2.10379, -0.5, -2.1,-1.9476,-0.15619
-3.61134, 1.51, -3.61,-3.61,-0.00134
-7.5663, 3.96, -7.57,-7.57,0.0037
-3.68793, -3.88, -3.69,-3.8424,0.15447
8.8127, 12.5, 8.81,8.81,-0.0027
1.4168, -7.39, 1.42,1.5724,0.1556
-6.48468, 7.9, -6.48,-6.48,-0.00468
-4.74681, -1.73, -4.75,-4.9024,0.15559
-8.52995, -3.78, -8.53,-8.3776,-0.15235
-1.02545, -7.5, -1.03,-1.1824,0.15695
-8.75984, -7.73, -8.76,-8.6076,-0.15224
2.10742, -10.87, 2.11,1.9576,-0.14982
9.80282, 7.69, 9.8,9.8,-0.00282
-4.62864, -14.43, -4.63,-4.4776,-0.15104
-1.63417, -3, -1.63,-1.7824,0.14823
9.95869, 11.59, 9.96,9.96,0.00131
2.94841, -7.01, 2.95,3.1024,0.15399
-2.84779, 5.8, -2.85,-2.85,0.00221
-7.53831, 4.69, -7.54,-7.54,0.00169
3.61893, -11.16, 3.62,3.4676,-0.15133
-6.90202, -10.52, -6.9,-6.7476,-0.15442
-0.58101, -6.32, -0.58,-0.7324,0.15139
-2.969, -2.39, -2.97,-2.8176,-0.1514
0.04047, -3.01, 0.04,-0.1124,0.07193
-2.21176, -2.25, -2.21,-2.0576,-0.15416
3.08569, -5.3, 3.09,2.9376,-0.14809
9.21028, 6.12, 9.21,9.21,-0.00028
-0.12879, -9.34, -0.13,0.0224,-0.10639
6.89455, -7.02, 6.89,6.7376,-0.15695
6.91354, 0.02, 6.91,6.91,-0.00354
1.06969, -5.84, 1.07,1.2224,0.15271
9.50748, -8.44, 9.51,9.3576,-0.14988
-8.55794, -18.07, -8.56,-8.4076,-0.15034
5.26961, -13.83, 5.27,5.1176,-0.15201
-3.50336, -8.77, -3.5,-3.3476,-0.15576
7.60407, -11.1, 7.6,7.4476,-0.15647
9.74539, 2.15, 9.75,9.75,0.00461
-7.1371, -16.89, -7.14,-6.9876,-0.1495
0.40868, -7.55, 0.41,0.2576,-0.15108
5.92235, 5.51, 5.92,5.92,-0.00235
-8.87639, -14.8, -8.88,-8.7276,-0.14879
0.61059, -9.49, 0.61,0.4576,-0.15299
-7.21566, -7.83, -7.22,-7.0676,-0.14806
8.76693, -15.99, 8.77,8.6176,-0.14933
-0.48187, -9.25, -0.48,-0.3276,-0.15427
-9.17135, 8.69, -9.17,-9.17,-0.00135
-4.97875, -4.19, -4.98,-5.1324,0.15365
5.29956, 10.28, 5.3,5.3,0.00044
9.43136, 4.13, 9.43,9.43,-0.00136
9.56784, 0.14, 9.57,9.57,0.00216
7.40615, -2.16, 7.41,7.5624,0.15625
6.88841, 0.52, 6.89,6.89,0.00159
9.5392, -2.65, 9.54,9.3876,-0.1516
2.0861, -7.45, 2.09,2.2424,0.1563
9.53879, -7.45, 9.54,9.3876,-0.15119
0.45857, -9.08, 0.46,0.6124,0.15383
9.4271, -8.97, 9.43,9.2776,-0.1495
-3.43694, -12.87, -3.44,-3.2876,-0.14934
-0.56022, -2.88, -0.56,-0.7124,0.15218
2.23013, 2.79, 2.23,2.23,-0.00013
-3.64726, -5.88, -3.65,-3.4976,-0.14966
5.97342, -9.62, 5.97,5.8176,-0.15582
-5.92564, -11.9, -5.93,-5.7776,-0.14804
8.01043, -13.94, 8.01,7.8576,-0.15283
2.292, -5.72, 2.29,2.4424,0.1504
3.95727, -1.67, 3.96,3.8076,-0.14967
5.79475, 1.83, 5.79,5.79,-0.00475
-3.36602, -9.16, -3.37,-3.2176,-0.14842
-0.75452, -2.62, -0.75,-0.9024,0.14788
6.95415, 7.7, 6.95,6.95,-0.00415
-9.1549, -16.1, -9.15,-8.9976,-0.1573
-5.02567, -4.12, -5.03,-5.1824,0.15673
3.24581, 8.28, 3.25,3.25,0.00419
6.2104, 2.96, 6.21,6.21,-0.0004
-4.44702, -10.66, -4.45,-4.2976,-0.14942
-0.59559, -3.85, -0.6,-0.7524,0.15681
1.80774, 2.41, 1.81,1.81,0.00226
6.19295, 4.38, 6.19,6.19,-0.00295
-4.17893, -10.37, -4.18,-4.0276,-0.15133
0.13956, -4.32, 0.14,-0.0124,-0.12716
4.17019, 4.03, 4.17,4.17,-0.00019
-6.68158, -10.85, -6.68,-6.5276,-0.15398
9.87725, -16.56, 9.88,9.7276,-0.14965
7.89576, -1.98, 7.9,8.0524,0.15664
-6.10561, 14.01, -6.11,-6.11,0.00439
8.40822, -14.52, 8.41,8.2576,-0.15062
7.21207, -1.2, 7.21,7.3624,0.15033
-9.37537, 16.59, -9.38,-9.38,0.00463
-6.86217, -2.52, -6.86,-7.0124,0.15023
-7.92488, -1.06, -7.92,-7.7676,-0.15728
2.09804, -10.02, 2.1,1.9476,-0.15044
7.63178, 5.53, 7.63,7.63,-0.00178
-4.49986, -12.13, -4.5,-4.3476,-0.15226
-0.9319, -3.57, -0.93,-1.0824,0.1505
-0.58737, 0.34, -0.59,-0.59,0.00263
8.68158, 9.27, 8.68,8.68,-0.00158
-7.54251, -16.22, -7.54,-7.3876,-0.15491
9.13961, -16.68, 9.14,8.9876,-0.15201
-9.52438, -18.66, -9.52,-9.3676,-0.15678
6.84732, -16.37, 6.85,6.6976,-0.14972
0.49445, -6.36, 0.49,0.6424,0.14795
-9.56979, 10.06, -9.57,-9.57,0.00021
-9.8986, 0.33, -9.9,-9.9,0.0014
-2.61472, -7.29, -2.61,-2.7624,0.14768
-2.91756, -0.31, -2.92,-2.7676,-0.14996
6.21635, -9.14, 6.22,6.0676,-0.14875
9.57646, 3.36, 9.58,9.58,0.00354
-0.10687, -9.69, -0.11,0.0424,-0.06447
-5.02533, 4.92, -5.03,-5.03,0.00467
6.81063, -11.84, 6.81,6.6576,-0.15303
-0.30036, -7.11, -0.3,-0.1476,-0.15276
-1.8105, 1.51, -1.81,-1.81,-0.0005
6.56759, -8.38, 6.57,6.4176,-0.14999
-2.73983, -9.31, -2.74,-2.5876,-0.15223
3.24013, -5.98, 3.24,3.0876,-0.15253
-6.97964, -10.22, -6.98,-6.8276,-0.15204
0.39276, -7.37, 0.39,0.2376,-0.15516
-7.17634, -7.57, -7.18,-7.0276,-0.14874
2.18605, -9.37, 2.19,2.0376,-0.14845
-8.34034, -10.53, -8.34,-8.1876,-0.15274
6.79056, -15.13, 6.79,6.6376,-0.15296
2.62943, -4.16, 2.63,2.7824,0.15297
8.28786, -5.66, 8.29,8.1376,-0.15026
9.09878, 0.81, 9.1,9.1,0.00122
-6.66264, -15.76, -6.66,-6.5076,-0.15504
3.14519, -9.81, 3.15,2.9976,-0.14759
5.16312, 2.01, 5.16,5.16,-0.00312
0.98777, -4.17, 0.99,1.1424,0.15463
0.29714, 0.69, 0.3,0.3,0.00286
3.97342, -3.67, 3.97,3.8176,-0.15582
-2.94158, -6.91, -2.94,-2.7876,-0.15398
5.23688, -8.18, 5.24,5.0876,-0.14928
-5.26676, -10.51, -5.27,-5.1176,-0.14916
-6.70554, 1.44, -6.71,-6.71,0.00446
8.66811, -15.38, 8.67,8.5176,-0.15051
-8.60253, -17.27, -8.6,-8.4476,-0.15493
2.9359, -11.54, 2.94,2.7876,-0.1483
3.55644, 0.62, 3.56,3.56,0.00356
-6.26596, -9.83, -6.27,-6.1176,-0.14836
1.0446, -7.31, 1.04,0.8876,-0.157
9.33659, 8.3, 9.34,9.34,0.00341
6.62198, -2.72, 6.62,6.7724,0.15042
-5.21839, 11.84, -5.22,-5.22,0.00161
-2.6194, -2.6, -2.62,-2.7724,0.153
4.43222, 7.05, 4.43,4.43,-0.00222
7.5709, 3.14, 7.57,7.57,-0.0009
0.0656, -7.5, 0.07,0.2224,0.1568
0.62992, -0.56, 0.63,0.4776,-0.15232
4.48256, 3.85, 4.48,4.48,-0.00256
6.65016, 2.17, 6.65,6.65,-0.00016
-6.65336, -13.3, -6.65,-6.4976,-0.15576
-7.48951, 0.84, -7.49,-7.49,0.00049
-9.24642, 1.76, -9.25,-9.25,0.00358
-0.10624, -9.14, -0.11,-0.2624,0.15616
2.72416, 2.83, 2.72,2.72,-0.00416
7.98027, 5.26, 7.98,7.98,-0.00027
8.03382, 0.05, 8.03,8.03,-0.00382
6.12667, -1.9, 6.13,6.2824,0.15573
-6.8773, 13.01, -6.88,-6.88,0.0027
-3.56672, -3.31, -3.57,-3.7224,0.15568
1.53608, 5.11, 1.54,1.54,0.00392
4.56959, 3.03, 4.57,4.57,0.00041
7.97283, 3.4, 7.97,7.97,-0.00283
-8.90029, -16.87, -8.9,-8.7476,-0.15269
6.99138, -15.89, 6.99,6.8376,-0.15378
-7.809, -14.8, -7.81,-7.6576,-0.1514
-9.03217, 1.22, -9.03,-9.03,-0.00217
7.48035, -16.51, 7.48,7.3276,-0.15275
-7.43974, -14.92, -7.44,-7.2876,-0.15214
-8.43401, 0.99, -8.43,-8.43,-0.00401
-1.74489, -6.69, -1.74,-1.8924,0.14751
0.13275, 1.87, 0.13,0.13,-0.00275
8.55605, 8.43, 8.56,8.56,0.00395
1.25489, -7.31, 1.25,1.4024,0.14751
-6.13759, 7.39, -6.14,-6.14,0.00241
-0.08868, -6.05, -0.09,-0.2424,0.15372
-8.49849, -8.41, -8.5,-8.3476,-0.15089
2.85633, -11.36, 2.86,2.7076,-0.14873
6.82, 3.96, 6.82,6.82,-0
-5.71769, -12.54, -5.72,-5.5676,-0.15009
4.45087, -10.17, 4.45,4.2976,-0.15327
-3.80453, -8.25, -3.8,-3.6476,-0.15693
9.68924, -13.49, 9.69,9.5376,-0.15164
5.25539, -4.43, 5.26,5.4124,0.15701
2.29953, 2.96, 2.3,2.3,0.00047
-6.76066, 9.06, -6.76,-6.76,-0.00066
-7.56755, 0.81, -7.57,-7.57,0.00245
3.56926, -11.14, 3.57,3.4176,-0.15166
-5.55163, -9.12, -5.55,-5.3976,-0.15403
-2.03318, -3.52, -2.03,-2.1824,0.14922
-6.22695, -4.2, -6.23,-6.0776,-0.14935
5.69659, -11.93, 5.7,5.5476,-0.14899
0.5243, -5.18, 0.52,0.6724,0.1481
7.42591, -6.91, 7.43,7.2776,-0.14831
8.3979, 0.97, 8.4,8.4,0.0021
6.25868, -2.14, 6.26,6.4124,0.15372
-1.89539, 8.16, -1.9,-1.9,0.00461
-4.22513, 2.33, -4.23,-4.23,0.00487
-6.64759, 2.42, -6.65,-6.65,0.00241
6.93, -13.58, 6.93,6.7776,-0.1524
-3.29014, -10.22, -3.29,-3.1376,-0.15254
-5.21712, 1.93, -5.22,-5.22,0.00288
1.51516, -6.74, 1.52,1.3676,-0.14756
1.68786, 0.17, 1.69,1.69,0.00214
-1.77128, -3.46, -1.77,-1.6176,-0.15368
-7.49347, 5.72, -7.49,-7.49,-0.00347
8.41599, -15.91, 8.42,8.2676,-0.14839
9.87865, 1.46, 9.88,9.88,0.00135
6.50228, -3.38, 6.5,6.6524,0.15012
-9.41115, 15.91, -9.41,-9.41,-0.00115
-1.55475, -7.86, -1.55,-1.7024,0.14765
-3.45901, -1.91, -3.46,-3.3076,-0.15141
5.61321, -9.07, 5.61,5.4576,-0.15561
7.78199, 2.17, 7.78,7.78,-0.00199
6.54385, -1.24, 6.54,6.6924,0.14855
1.57353, 4.97, 1.57,1.57,-0.00353
6.96117, -5.39, 6.96,6.8076,-0.15357
6.9197, -0.04, 6.92,7.0724,0.1527
-8.08085, 15, -8.08,-8.08,-0.00085
5.87155, -13.95, 5.87,5.7176,-0.15395
-7.64446, -13.51, -7.64,-7.4876,-0.15686
5.76167, -13.4, 5.76,5.6076,-0.15407
0.8773, -4.88, 0.88,1.0324,0.1551
4.64817, -3.77, 4.65,4.4976,-0.15057
3.52303, -1.13, 3.52,3.6724,0.14937
3.54835, -0.03, 3.55,3.3976,-0.15075
4.76492, 1.21, 4.76,4.76,-0.00492
7.32221, 2.56, 7.32,7.32,-0.00221
7.51385, 0.19, 7.51,7.51,-0.00385
8.4997, 0.99, 8.5,8.5,0.0003
-8.54395, -17.04, -8.54,-8.3876,-0.15635
-3.12924, -5.41, -3.13,-3.2824,0.15316
7.26911, 10.4, 7.27,7.27,0.00089
0.05867, -7.21, 0.06,0.2124,0.15373
1.65715, -1.6, 1.66,1.5076,-0.14955
-0.50873, -2.17, -0.51,-0.3576,-0.15113
5.44426, -5.95, 5.44,5.2876,-0.15666
1.61879, -3.82, 1.62,1.7724,0.15361
3.42834, -1.81, 3.43,3.2776,-0.15074
-4.85068, -8.28, -4.85,-4.6976,-0.15308
-9.60465, 4.75, -9.6,-9.6,-0.00465
5.71741, -15.32, 5.72,5.5676,-0.14981
8.64615, 2.93, 8.65,8.65,0.00385
3.02127, -5.63, 3.02,3.1724,0.15113
3.53849, -0.52, 3.54,3.3876,-0.15089
-4.97319, -8.51, -4.97,-4.8176,-0.15559
-5.4075, 0.44, -5.41,-5.41,0.0025
-1.63879, -3.77, -1.64,-1.7924,0.15361
2.75396, 4.39, 2.75,2.75,-0.00396
1.18754, -1.56, 1.19,1.3424,0.15486
-4.17853, 5.37, -4.18,-4.18,0.00147
-4.41318, 0.23, -4.41,-4.41,-0.00318
6.03563, -10.45, 6.04,5.8876,-0.14803
8.81552, 2.78, 8.82,8.82,0.00448
-6.39042, -15.21, -6.39,-6.2376,-0.15282
-5.63492, -0.76, -5.63,-5.7824,0.14748
-9.5554, -3.93, -9.56,-9.4076,-0.1478
-4.16332, -5.4, -4.16,-4.3124,0.14908
-6.26463, -2.1, -6.26,-6.1076,-0.15703
-4.77731, -1.48, -4.78,-4.9324,0.15509
-4.66606, 0.11, -4.67,-4.67,0.00394
3.93417, 8.6, 3.93,3.93,-0.00417
-2.53947, -6.47, -2.54,-2.3876,-0.15187
1.30794, -3.85, 1.31,1.1576,-0.15034
-8.79199, -10.1, -8.79,-8.6376,-0.15439
5.09777, -13.89, 5.1,4.9476,-0.15017
1.487, -3.61, 1.49,1.6424,0.1554
4.84996, -3.36, 4.85,4.6976,-0.15236
-7.87004, -12.72, -7.87,-7.7176,-0.15244
1.03299, -8.9, 1.03,0.8776,-0.15539
5.50526, 4.48, 5.51,5.51,0.00474
-2.01188, -7.52, -2.01,-1.8576,-0.15428
-3.46902, 1.46, -3.47,-3.47,0.00098
-6.50816, 3.04, -6.51,-6.51,0.00184
-9.58371, 3.07, -9.58,-9.58,-0.00371
